Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Sex_F,Sex_I,Sex_M,Age_pred,Error
1.925,1.575,0.5125,70.66112875,32.47435225,16.3009625,16.44271,11,1,0,0,13.0,-2.0
1.7375,1.325,0.5125,61.6034635,32.10580875,11.89261525,13.891255,10,0,0,1,11.0,-1.0
1.875,1.4375,0.6,62.652395,38.3001745,11.566596,16.612807,11,0,0,1,11.0,0.0
1.8,1.4125,0.5375,66.1393835,35.13920525,13.39513875,14.514944,11,0,0,1,12.0,-1.0
1.875,1.425,0.5125,63.9281225,25.33027825,10.375917,19.220961,10,0,0,1,11.0,-1.0
1.95,1.45,0.5625,72.4329725,35.096681,16.726205,15.30873,9,0,0,1,11.0,-2.0
1.775,1.2875,0.475,63.389482,31.56716825,13.67863375,12.757275,12,0,0,1,10.0,2.0
1.75,1.4125,0.4875,72.291225,18.18620425,13.380964,20.5533875,19,1,0,0,16.0,3.0
1.925,1.575,0.5375,71.11472075,34.926584,14.7133905,17.349894,11,1,0,0,13.0,-2.0
1.775,1.4125,0.575,80.10151225,38.2434755,11.850091,25.4295015,12,0,0,1,12.0,0.0
1.875,1.5125,0.475,62.95006475,31.39707125,14.89766225,18.427175,12,0,0,1,13.0,-1.0
1.825,1.4875,0.525,63.37530725,28.10852925,14.5432935,17.57669,11,1,0,0,13.0,-2.0
1.875,1.4375,0.5125,62.652395,38.3001745,11.7083435,14.21727425,11,0,0,1,11.0,0.0
1.925,1.5125,0.525,72.234526,32.13415825,13.19669225,18.313777,13,0,0,1,13.0,0.0
1.875,1.5375,0.4875,64.16909325,23.2749395,11.9918385,20.581737,17,0,0,1,13.0,4.0
1.8625,1.4625,0.5375,70.8454005,26.26581175,13.380964,19.84465,10,0,0,1,13.0,-3.0
1.9375,1.525,0.5125,63.37530725,25.86891875,11.5382465,13.891255,10,0,0,1,11.0,-1.0
1.8125,1.4375,0.5375,63.9281225,25.401152,13.62193475,16.44271,16,0,0,1,13.0,3.0
1.8,1.4375,0.4375,62.35472525,31.3261975,10.56018875,14.514944,12,1,0,0,11.0,1.0
1.775,1.4125,0.5375,63.9281225,16.96717575,13.19669225,19.1359125,13,1,0,0,15.0,-2.0
1.8,1.4375,0.5375,61.3766675,31.4395955,11.963489,17.0097,12,1,0,0,13.0,-1.0
1.825,1.5,0.575,71.31316725,34.926584,16.3009625,19.43358225,11,1,0,0,12.0,-1.0
1.8375,1.475,0.5,64.16909325,25.61377325,13.60776,18.427175,13,0,0,1,13.0,0.0
1.9375,1.475,0.45,62.3972495,31.2694985,13.19669225,14.17475,10,0,0,1,11.0,-1.0
1.8,1.4625,0.525,61.6034635,32.1199835,14.5432935,14.17475,12,0,0,1,13.0,-1.0
1.8125,1.4375,0.5375,61.6034635,32.13415825,11.226402,14.5999925,10,1,0,0,11.0,-1.0
1.8,1.475,0.475,63.38153625,31.0994015,11.8217415,15.06775925,13,0,0,1,11.0,2.0
1.8375,1.475,0.5375,62.3972495,31.31202275,11.0846545,14.3164975,11,1,0,0,11.0,0.0
1.875,1.4875,0.525,80.10151225,32.58775025,14.4298955,25.4295015,16,0,0,1,14.0,2.0
1.825,1.425,0.4375,63.376875,25.0326085,10.95708175,16.045817,10,1,0,0,11.0,-1.0
1.8375,1.4375,0.5,70.66112875,32.13415825,18.086981,16.556108,10,0,0,1,12.0,-2.0
1.8125,1.425,0.5,62.652395,28.22192725,12.48795475,14.17475,10,0,0,1,11.0,-1.0
1.8375,1.4125,0.4375,63.389482,26.26581175,11.5949455,14.458245,10,0,0,1,11.0,-1.0
1.8,1.4375,0.5375,63.105987,25.38697725,13.48018725,17.57669,10,1,0,0,13.0,-3.0
1.8625,1.4,0.5,66.06850975,31.978236,11.0279555,16.0741665,12,1,0,0,11.0,1.0
1.9125,1.4625,0.5,67.982101,31.978236,13.1825175,15.12445825,11,1,0,0,12.0,-1.0
1.75,1.4375,0.5,66.1393835,34.926584,13.60776,13.60776,11,1,0,0,11.0,0.0
1.925,1.3625,0.55,63.37144225,32.89959475,11.5382465,14.5999925,11,0,0,1,11.0,0.0
1.8375,1.5,0.55,72.4329725,32.13415825,13.664459,17.0097,12,1,0,0,14.0,-2.0
1.8,1.4,0.575,70.66112875,32.13415825,14.7133905,19.674553,11,1,0,0,11.0,0.0
1.7,1.3875,0.4875,62.652395,23.00561925,11.60912025,13.1825175,9,0,0,1,14.0,-5.0
1.8125,1.375,0.5,66.1393835,35.13920525,9.76640275,16.8679525,12,0,0,1,13.0,-1.0
1.875,1.4375,0.5,61.6034635,30.34813975,11.01378075,15.30873,9,1,0,0,10.0,-1.0
1.8,1.4125,0.5375,61.6034635,26.97454925,15.989118,15.20950675,11,1,0,0,11.0,0.0
1.85,1.425,0.525,63.9281225,25.911443,11.5949455,16.44271,10,0,0,1,12.0,-2.0
1.8,1.4375,0.475,65.87006325,28.0943545,10.6310625,13.4660125,11,1,0,0,11.0,0.0
1.875,1.425,0.525,63.389482,29.66775175,14.7133905,18.200379,12,0,0,1,12.0,0.0
1.8375,1.4625,0.5125,64.33919025,25.04678325,13.39513875,16.44271,13,1,0,0,13.0,0.0
1.875,1.425,0.4875,66.1393835,32.13415825,15.6772735,17.57669,14,1,0,0,12.0,2.0
1.8,1.4625,0.5375,61.260943,26.97454925,15.592225,14.17475,12,0,0,1,13.0,-1.0
1.8,1.3875,0.5,61.3766675,31.0427025,10.4042665,14.8834875,11,0,0,1,11.0,0.0
1.8,1.3375,0.525,61.6034635,28.05183025,12.530479,18.313777,13,1,0,0,12.0,1.0
1.8625,1.425,0.55,62.652395,26.3933845,13.5227115,19.23513575,11,0,0,1,12.0,-1.0
1.7375,1.375,0.5125,61.6034635,32.1199835,13.22504175,14.061352,13,0,0,1,11.0,2.0
1.8,1.375,0.5,70.66112875,32.47435225,12.09106175,14.401546,11,1,0,0,12.0,-1.0
1.8375,1.5125,0.5375,72.234526,25.8830935,14.5432935,17.57669,20,1,0,0,15.0,5.0
1.8875,1.4375,0.525,63.105987,25.911443,11.38232425,15.06775925,9,1,0,0,11.0,-2.0
1.8,1.5,0.5125,61.6034635,32.47435225,12.99824575,17.08057375,15,0,0,1,13.0,2.0
1.8375,1.475,0.575,67.5001595,29.9654215,12.68640125,16.44271,12,1,0,0,12.0,0.0
1.75,1.4625,0.4375,62.652395,30.37648925,13.99047825,14.3164975,10,1,0,0,11.0,-1.0
1.825,1.425,0.5375,63.786375,20.53921275,9.8939755,15.87572,14,1,0,0,18.0,-4.0
1.8625,1.375,0.5,70.8454005,26.26581175,13.380964,19.84465,10,0,0,1,12.0,-2.0
1.8,1.4375,0.5375,63.105987,25.38697725,11.4815475,17.57669,14,1,0,0,13.0,1.0
1.775,1.4125,0.5,72.234526,32.50270175,12.870673,16.5844575,11,1,0,0,12.0,-1.0
1.8375,1.425,0.55,62.21297775,31.4395955,10.87203325,15.4504775,9,1,0,0,10.0,-1.0
1.8,1.3875,0.5625,63.389482,31.4395955,11.60912025,14.74174,15,0,0,1,11.0,4.0
1.875,1.5,0.5,62.652395,33.92017675,13.96212875,18.01610725,12,0,0,1,14.0,-2.0
1.8125,1.4125,0.475,66.06850975,35.5219235,15.3370795,14.74174,11,0,0,1,11.0,0.0
1.8,1.375,0.5125,63.37530725,31.34037225,14.8834875,16.8679525,11,0,0,1,12.0,-1.0
1.8125,1.4375,0.5,62.652395,31.22697425,13.777857,18.6256215,17,0,0,1,14.0,3.0
1.6375,1.4625,0.5,60.96559975,27.8675585,10.5176645,12.0485375,11,1,0,0,11.0,0.0
1.775,1.425,0.4875,56.14618475,29.10076175,13.96212875,13.60776,12,1,0,0,10.0,2.0
1.85,1.5,0.5,59.6189985,29.10076175,10.4609655,15.23785625,12,0,0,1,11.0,1.0
1.7375,1.4625,0.5,60.214338,26.988724,11.793392,16.726205,15,0,0,1,14.0,1.0
1.8125,1.4125,0.475,51.80871125,29.391058,10.30504325,10.0640725,11,1,0,0,12.0,-1.0
1.8125,1.375,0.5,53.84987525,27.0531905,7.86698625,12.190285,11,0,0,1,11.0,0.0
1.8,1.4125,0.5,60.6962795,28.22192725,12.076887,18.0586315,9,0,0,1,12.0,-3.0
1.7625,1.3375,0.4375,57.16676675,26.988724,9.17106325,13.28174075,12,1,0,0,10.0,2.0
1.775,1.425,0.4875,38.215126,26.705229,12.48795475,12.85649825,11,0,0,1,13.0,-2.0
1.7875,1.375,0.475,60.3413385,30.34813975,10.13494625,14.004653,9,1,0,0,10.0,-1.0
1.8,1.375,0.4875,51.2275465,26.80445225,12.06271225,12.45960525,11,1,0,0,12.0,-1.0
1.625,1.3125,0.4625,48.94541175,30.3623145,10.149121,14.5999925,9,1,0,0,12.0,-3.0
1.775,1.4375,0.5375,58.7685135,26.988724,12.06271225,18.257078,11,1,0,0,13.0,-2.0
1.8125,1.4375,0.4375,60.2426875,29.66775175,12.076887,13.4660125,11,1,0,0,11.0,0.0
1.75,1.375,0.5125,60.384435,32.1199835,13.22504175,14.061352,10,0,0,1,11.0,-1.0
1.725,1.3,0.525,51.5110415,26.80445225,10.8578585,11.4815475,10,0,0,1,12.0,-2.0
1.8125,1.4375,0.5,60.96559975,30.46153775,10.4042665,13.60776,9,0,0,1,11.0,-2.0
1.675,1.35,0.5,43.50230775,27.21552,11.89261525,12.190285,10,1,0,0,12.0,-2.0
1.775,1.4625,0.475,58.10230025,28.10852925,12.3887315,16.59863225,10,1,0,0,12.0,-2.0
1.75,1.4,0.475,52.900167,27.21552,8.391452,12.0485375,12,0,0,1,11.0,1.0
1.7875,1.3125,0.5,53.580555,26.932025,12.360382,12.20445975,12,0,0,1,11.0,1.0
1.8,1.375,0.5,57.6345335,26.80445225,12.3887315,16.045817,10,1,0,0,11.0,-1.0
1.8,1.425,0.5125,60.6962795,30.34813975,11.60912025,14.84096325,13,1,0,0,12.0,1.0
1.7375,1.4,0.55,60.214338,32.78619675,11.29727575,18.0019325,13,0,0,1,13.0,0.0
1.7,1.4625,0.525,53.070264,26.932025,10.36174225,14.16057525,12,0,0,1,13.0,-1.0
1.8,1.4625,0.5375,55.735117,26.7335785,12.88484775,16.5844575,14,0,0,1,14.0,0.0
1.8,1.4375,0.5375,60.6962795,30.37648925,11.12717875,12.8990225,10,0,0,1,11.0,-1.0
1.8125,1.425,0.475,59.68987225,28.13687875,15.3370795,14.17475,11,0,0,1,11.0,0.0
1.8,1.375,0.5375,60.6962795,29.66775175,10.8578585,14.968536,11,1,0,0,11.0,0.0
1.8125,1.4375,0.475,59.6189985,29.66775175,11.8784405,15.7339725,11,0,0,1,11.0,0.0
1.8125,1.4375,0.4375,59.20793075,28.05183025,14.514944,14.5432935,12,1,0,0,12.0,0.0
1.8125,1.4375,0.5,52.29065275,26.97454925,12.8423235,13.60776,10,0,0,1,11.0,-1.0
1.875,1.4125,0.5125,58.04560125,28.73221825,11.12717875,13.60776,8,1,0,0,10.0,-2.0
1.8375,1.4625,0.575,58.98113475,28.462898,13.22504175,14.0330025,11,0,0,1,11.0,0.0
1.7875,1.375,0.575,56.82657275,29.66775175,11.5382465,14.38737125,10,0,0,1,10.0,0.0
1.8375,1.4,0.4875,55.8201655,28.22192725,12.60135275,15.025235,18,0,0,1,12.0,6.0
1.6375,1.3625,0.4375,53.6089045,26.83280175,11.396499,11.623295,10,1,0,0,11.0,-1.0
1.8,1.4375,0.4625,58.04560125,31.39707125,11.793392,17.690088,13,1,0,0,12.0,1.0
1.75,1.4125,0.4875,52.63084675,26.705229,11.15552825,15.30873,12,0,0,1,12.0,0.0
1.8625,1.4375,0.5375,58.7685135,28.689694,14.84096325,16.8679525,10,0,0,1,13.0,-3.0
1.6125,1.3125,0.45,42.354153,28.5479465,11.5949455,9.128539,10,0,0,1,12.0,-2.0
1.8125,1.4375,0.5,60.0725905,29.66775175,14.81261375,14.17475,18,0,0,1,12.0,6.0
1.775,1.4125,0.525,56.075311,28.73221825,11.566596,14.3164975,10,1,0,0,11.0,-1.0
1.8,1.375,0.5625,58.7685135,27.1871705,12.09106175,14.21727425,17,0,0,1,13.0,4.0
1.7625,1.2875,0.5125,57.13064975,26.7902775,11.38232425,20.128145,10,1,0,0,12.0,-2.0
1.8,1.4375,0.5,58.7685135,28.73221825,13.19669225,13.60776,12,0,0,1,11.0,1.0
1.8625,1.4125,0.4375,58.10230025,27.8675585,12.68640125,11.1980525,8,0,0,1,10.0,-2.0
1.7375,1.45,0.475,58.98113475,27.1871705,9.62465525,12.757275,10,1,0,0,11.0,-1.0
1.55,1.2125,0.4875,49.31395525,26.66581925,9.14271375,11.0846545,11,0,0,1,13.0,-2.0
1.725,1.35,0.4875,53.6089045,26.988724,9.015141,15.30873,9,0,0,1,11.0,-2.0
1.8,1.5,0.55,57.982101,28.10852925,14.72756525,16.612807,16,0,0,1,14.0,2.0
1.7875,1.375,0.5125,53.6089045,26.9036755,9.015141,12.8990225,15,0,0,1,11.0,4.0
1.75,1.375,0.4875,60.2426875,30.34813975,11.113004,13.7495075,11,0,0,1,11.0,0.0
1.725,1.375,0.525,59.20793075,28.27862625,14.84096325,16.44271,10,1,0,0,11.0,-1.0
1.7,1.3125,0.45,52.29065275,27.82503425,13.19669225,12.757275,14,0,0,1,10.0,4.0
1.75,1.45,0.4875,60.384435,30.34813975,14.13222575,14.514944,10,1,0,0,11.0,-1.0
1.775,1.3875,0.525,58.7685135,27.5273645,11.679994,14.74174,11,1,0,0,11.0,0.0
1.8125,1.4375,0.5875,60.6962795,30.56756225,13.551061,14.2030995,13,1,0,0,11.0,2.0
1.6875,1.4625,0.4375,60.96559975,30.46153775,13.60776,14.514944,11,1,0,0,11.0,0.0
1.7375,1.4125,0.45,53.4388075,27.1871705,9.53960675,13.891255,9,0,0,1,11.0,-2.0
1.7875,1.4,0.4625,60.96559975,30.46153775,12.94154675,14.0330025,11,0,0,1,11.0,0.0
1.75,1.3875,0.4625,51.8512355,26.80445225,10.6877615,12.190285,11,0,0,1,12.0,-1.0
1.775,1.3875,0.5625,60.66793,35.30930225,10.56018875,12.303683,13,0,0,1,10.0,3.0
1.8,1.425,0.5625,60.96559975,28.8314415,9.525432,18.66814575,8,1,0,0,12.0,-4.0
1.725,1.2875,0.5,53.99162275,27.1871705,10.1207715,11.90679,11,0,0,1,11.0,0.0
1.8125,1.375,0.5,60.0725905,28.81726675,13.60776,15.30873,9,0,0,1,11.0,-2.0
1.875,1.4375,0.5625,57.606184,27.1871705,11.29727575,17.7184375,17,0,0,1,12.0,5.0
1.7375,1.4125,0.4875,58.6551155,27.385617,11.963489,15.081934,10,0,0,1,11.0,-1.0
1.8375,1.45,0.5125,53.14113775,26.9036755,10.95708175,13.19669225,18,1,0,0,13.0,5.0
1.725,1.5,0.45,50.81647875,27.78251,14.5432935,13.31009025,10,0,0,1,10.0,0.0
1.75,1.45,0.4375,56.9541455,29.66775175,12.68640125,14.231449,10,0,0,1,10.0,0.0
1.8375,1.4125,0.4375,56.9541455,28.05183025,9.525432,14.061352,10,1,0,0,11.0,-1.0
1.8,1.4125,0.55,55.961913,26.705229,11.5382465,16.31513725,11,1,0,0,12.0,-1.0
1.7375,1.375,0.45,44.338618,27.21552,10.33339275,12.190285,10,0,0,1,11.0,-1.0
1.925,1.3875,0.5375,55.735117,26.932025,11.5949455,13.4660125,11,0,0,1,11.0,0.0
1.7875,1.4125,0.4875,52.7017205,26.705229,12.190285,13.1825175,11,0,0,1,12.0,-1.0
1.7375,1.3625,0.5,52.63084675,26.80445225,9.14271375,14.3164975,11,0,0,1,12.0,-1.0
1.8,1.3875,0.4875,60.6962795,29.66775175,10.8578585,14.968536,8,0,0,1,11.0,-3.0
1.875,1.4625,0.5,53.580555,27.9242575,12.1619355,13.1825175,11,1,0,0,11.0,0.0
1.8,1.375,0.5,59.68987225,28.8314415,10.2908685,14.004653,11,0,0,1,11.0,0.0
1.775,1.4375,0.4375,53.6089045,26.705229,11.5382465,13.60776,12,0,0,1,11.0,1.0
1.775,1.3625,0.4625,53.070264,26.932025,9.25611175,13.60776,11,0,0,1,11.0,0.0
1.5875,1.2875,0.475,54.0624965,26.988724,11.63746975,11.056305,13,0,0,1,12.0,1.0
1.8875,1.4375,0.5,56.14618475,26.97454925,11.89261525,17.0097,10,0,0,1,13.0,-3.0
1.7625,1.425,0.475,60.6962795,29.66775175,10.8578585,14.968536,11,0,0,1,11.0,0.0
1.8,1.4375,0.5625,59.6189985,29.10076175,12.870673,16.5844575,12,0,0,1,12.0,0.0
1.8375,1.425,0.5375,60.66793,26.705229,13.2959155,11.4815475,13,1,0,0,11.0,2.0
1.8,1.45,0.475,59.20793075,28.22192725,13.551061,17.0097,14,1,0,0,12.0,2.0
1.8125,1.525,0.525,60.2426875,32.47435225,12.54465375,14.84096325,12,0,0,1,13.0,-1.0
1.7125,1.375,0.425,54.7995835,27.68328675,10.149121,13.93377925,11,1,0,0,11.0,0.0
1.75,1.4,0.5625,56.1603595,26.80445225,8.391452,18.5689225,11,0,0,1,12.0,-1.0
1.875,1.375,0.425,60.0725905,30.40483875,11.9918385,17.0097,10,1,0,0,11.0,-1.0
1.75,1.425,0.4875,59.1654065,29.66775175,11.60912025,25.0893075,12,0,0,1,13.0,-1.0
1.6875,1.375,0.4875,52.276478,27.21552,11.5949455,14.17475,10,0,0,1,12.0,-2.0
1.7875,1.4125,0.5,57.606184,28.689694,14.72756525,14.514944,11,0,0,1,11.0,0.0
1.775,1.425,0.4875,56.14618475,28.13687875,13.96212875,13.60776,10,1,0,0,10.0,0.0
1.875,1.4625,0.5125,58.6551155,28.8314415,14.69921575,13.7495075,12,1,0,0,12.0,0.0
1.875,1.3875,0.45,55.735117,28.76056775,10.92873225,13.1825175,8,0,0,1,10.0,-2.0
1.875,1.4625,0.55,53.4388075,27.21552,13.19669225,12.8990225,9,0,0,1,11.0,-2.0
1.8,1.4375,0.4875,60.214338,27.8108595,15.592225,14.74174,14,0,0,1,12.0,2.0
1.725,1.3625,0.5375,58.7685135,29.66775175,11.8217415,13.891255,10,0,0,1,11.0,-1.0
1.8,1.4375,0.4375,60.96559975,30.46153775,10.829509,10.0640725,11,1,0,0,11.0,0.0
1.825,1.4,0.5125,53.14113775,26.80445225,11.60912025,12.54465375,11,1,0,0,13.0,-2.0
1.875,1.375,0.4625,56.7840485,26.705229,12.7856245,12.8990225,11,1,0,0,11.0,0.0
1.8375,1.4125,0.525,60.384435,28.10852925,12.48795475,16.44271,11,0,0,1,12.0,-1.0
1.825,1.45,0.5125,58.98113475,30.7025085,13.664459,13.60776,11,1,0,0,12.0,-1.0
1.8,1.4125,0.5875,60.2426875,28.22192725,11.60912025,16.612807,14,1,0,0,12.0,2.0
1.7375,1.425,0.5,58.98113475,27.1871705,11.63746975,16.0174675,11,0,0,1,12.0,-1.0
1.775,1.4125,0.475,58.7685135,35.13920525,10.0640725,13.96212875,15,0,0,1,12.0,3.0
1.775,1.3875,0.4625,60.2426875,36.55668025,12.870673,14.33067225,9,0,0,1,11.0,-2.0
1.8,1.3875,0.4625,56.88327175,29.10076175,9.56795625,13.7495075,11,0,0,1,10.0,1.0
1.8,1.4375,0.5625,53.410458,27.82503425,10.13494625,16.5844575,11,0,0,1,11.0,0.0
1.75,1.3875,0.5375,60.6962795,29.66775175,10.8578585,14.968536,11,0,0,1,11.0,0.0
1.775,1.4625,0.4625,57.039194,26.80445225,10.70193625,13.324265,13,0,0,1,11.0,2.0
1.875,1.4875,0.5125,60.384435,32.50270175,13.62193475,16.44271,15,0,0,1,14.0,1.0
1.8125,1.375,0.575,60.6962795,35.13920525,11.5382465,19.43358225,14,1,0,0,12.0,2.0
1.775,1.3875,0.475,53.4388075,26.80445225,11.396499,12.757275,11,0,0,1,11.0,0.0
1.7625,1.475,0.55,60.6962795,26.7902775,11.63746975,15.025235,15,1,0,0,13.0,2.0
1.775,1.4125,0.5,56.075311,30.97241075,13.947954,14.3164975,11,1,0,0,11.0,0.0
1.675,1.4625,0.425,51.2275465,26.97454925,11.38232425,12.11941125,11,0,0,1,13.0,-2.0
1.8125,1.425,0.5,57.1242425,27.1871705,11.60912025,15.4504775,9,1,0,0,11.0,-2.0
1.8,1.425,0.5,56.14618475,28.13687875,13.62193475,13.60776,10,1,0,0,11.0,-1.0
1.7625,1.4625,0.5375,60.85435,28.13687875,13.1825175,14.061352,11,0,0,1,11.0,0.0
1.8875,1.4375,0.45,52.29065275,27.82503425,13.19669225,13.60776,11,1,0,0,11.0,0.0
1.8375,1.575,0.4875,59.53395,31.34037225,12.7289255,14.74174,11,1,0,0,12.0,-1.0
1.8125,1.4375,0.5375,60.6962795,28.76056775,12.06271225,14.74174,11,0,0,1,12.0,-1.0
1.875,1.425,0.4875,56.14618475,26.932025,12.09106175,13.324265,12,1,0,0,12.0,0.0
1.7875,1.3125,0.45,52.29065275,27.82503425,10.78698475,12.47378,13,0,0,1,11.0,2.0
1.75,1.3875,0.4875,55.23900075,26.80445225,10.67358675,14.0330025,10,1,0,0,11.0,-1.0
1.775,1.3375,0.4375,53.4388075,26.97454925,11.38232425,13.60776,9,1,0,0,11.0,-2.0
1.825,1.425,0.4625,57.1242425,30.390664,12.1052365,14.0897015,9,1,0,0,11.0,-2.0
1.8,1.3875,0.5375,60.6962795,28.22192725,10.92873225,14.2597985,9,1,0,0,11.0,-2.0
1.8,1.4375,0.5125,60.96559975,30.46153775,11.55242125,16.5844575,10,1,0,0,12.0,-2.0
1.8875,1.375,0.4375,58.7685135,28.73221825,13.19669225,13.324265,9,0,0,1,10.0,-1.0
1.7625,1.3375,0.5125,58.98113475,28.13687875,10.4042665,13.0691195,10,0,0,1,10.0,0.0
1.8,1.4125,0.4875,58.7685135,27.385617,10.30504325,17.860185,11,1,0,0,12.0,-1.0
1.8375,1.475,0.525,56.14618475,28.22192725,13.551061,12.3320325,11,1,0,0,11.0,0.0
1.95,1.4375,0.475,60.2426875,29.895908,10.5743635,15.7339725,12,1,0,0,10.0,2.0
1.8375,1.5625,0.5125,60.384435,30.40483875,12.94154675,19.23513575,10,1,0,0,13.0,-3.0
1.85,1.4125,0.45,60.6962795,32.47435225,13.60776,14.41572075,10,1,0,0,11.0,-1.0
1.8125,1.375,0.5,53.4388075,26.71940375,12.870673,13.33843975,11,0,0,1,11.0,0.0
1.75,1.4125,0.5375,59.53395,32.13415825,14.5432935,14.10387625,10,1,0,0,11.0,-1.0
1.625,1.2375,0.4375,43.2896865,28.10852925,9.185238,10.035723,9,0,0,1,11.0,-2.0
1.65,1.325,0.525,45.2594045,34.529691,9.08601475,11.4815475,10,0,0,1,12.0,-2.0
1.725,1.3875,0.4875,60.2426875,30.40483875,10.8578585,14.17475,10,1,0,0,11.0,-1.0
1.8125,1.425,0.4875,60.6962795,28.05183025,13.19669225,14.17475,18,0,0,1,12.0,6.0
1.775,1.3125,0.5,59.1654065,27.91008275,14.67086625,14.4865945,12,0,0,1,11.0,1.0
1.6375,1.5625,0.5125,58.98113475,27.1871705,9.68135425,17.0380495,17,0,0,1,15.0,2.0
1.925,1.4375,0.4625,58.6551155,29.66775175,12.700576,14.78426425,11,0,0,1,11.0,0.0
1.875,1.45,0.5125,53.6089045,26.705229,11.89261525,12.190285,11,0,0,1,12.0,-1.0
1.8,1.4125,0.4875,60.96559975,31.34037225,10.8578585,13.551061,13,0,0,1,11.0,2.0
1.725,1.2625,0.4625,58.7685135,29.8520235,11.60912025,14.5999925,12,0,0,1,11.0,1.0
1.775,1.425,0.4875,53.4388075,26.9036755,10.56018875,13.60776,10,0,0,1,11.0,-1.0
1.8,1.425,0.5125,59.20793075,27.1871705,12.06271225,14.8834875,13,0,0,1,13.0,0.0
1.8125,1.375,0.5,53.4388075,27.51318975,11.15552825,13.25339125,9,1,0,0,10.0,-1.0
1.8,1.3875,0.525,60.6962795,29.66775175,10.8578585,14.5999925,13,1,0,0,11.0,2.0
1.8375,1.425,0.475,58.10230025,30.900955,11.15552825,12.8423235,11,1,0,0,10.0,1.0
1.8,1.425,0.4875,60.6962795,28.13687875,10.8578585,13.36678925,12,1,0,0,11.0,1.0
1.825,1.425,0.4625,52.4388075,30.09299425,10.56018875,12.6155275,11,0,0,1,11.0,0.0
1.8125,1.425,0.5125,60.214338,32.13415825,11.566596,14.01882775,13,0,0,1,12.0,1.0
1.8,1.375,0.5,59.6189985,29.10076175,13.60776,15.23785625,12,1,0,0,10.0,2.0
1.8875,1.425,0.55,57.1242425,26.988724,13.19669225,13.60776,14,1,0,0,12.0,2.0
1.8,1.375,0.5625,51.992983,26.97454925,10.6877615,12.8990225,10,0,0,1,11.0,-1.0
1.8125,1.4375,0.5,60.384435,28.73221825,13.62193475,14.21727425,9,1,0,0,12.0,-3.0
1.85,1.5125,0.5375,60.6962795,26.988724,15.592225,14.17475,11,0,0,1,13.0,-2.0
1.85,1.5,0.5375,58.6551155,31.34037225,14.69921575,17.179797,17,0,1,0,14.0,3.0
1.6375,1.45,0.5125,58.98113475,27.1871705,9.68135425,17.0380495,15,0,0,1,14.0,1.0
1.8875,1.4375,0.5,58.7685135,28.73221825,13.19669225,13.60776,12,1,0,0,11.0,1.0
1.7375,1.375,0.5125,58.7685135,30.09299425,9.11436425,14.17475,10,0,0,1,12.0,-2.0
1.8,1.4125,0.5,55.5366705,26.7902775,12.3887315,16.8679525,18,1,0,0,14.0,4.0
1.675,1.3125,0.45,43.1762885,27.37144225,9.17106325,11.3398,9,1,0,0,11.0,-2.0
1.8,1.425,0.4375,53.29706,26.932025,10.92873225,12.8990225,12,0,0,1,11.0,1.0
1.85,1.425,0.5125,56.14618475,26.7335785,13.380964,16.8679525,16,1,0,0,14.0,2.0
1.7625,1.4125,0.375,56.075311,26.932025,12.37455675,14.3164975,11,1,0,0,12.0,-1.0
1.75,1.4375,0.475,49.22890675,22.80717275,13.551061,14.17475,11,1,0,0,13.0,-2.0
1.8125,1.4125,0.5375,53.6089045,19.77377625,13.39513875,16.44271,13,0,0,1,14.0,-1.0
1.75,1.2875,0.4625,50.56133325,23.99785175,14.84096325,12.45960525,10,0,0,1,10.0,0.0
1.8375,1.2625,0.5125,55.35239875,20.97863,13.2959155,23.43086175,14,0,0,1,15.0,-1.0
1.875,1.4,0.5375,54.941331,21.92833825,13.67863375,16.3009625,12,1,0,0,13.0,-1.0
1.8,1.375,0.5125,58.7685135,25.401152,13.79203175,13.60776,12,1,0,0,11.0,1.0
1.7,1.4125,0.5125,49.384829,19.731252,13.551061,16.8679525,19,0,0,1,15.0,4.0
1.925,1.5375,0.5375,54.941331,22.806593,13.93377925,18.313777,10,0,0,1,13.0,-3.0
1.725,1.4125,0.5125,52.34735175,20.751834,13.380964,16.159215,14,1,0,0,16.0,-2.0
1.8375,1.45,0.55,53.29706,25.78387025,13.891255,13.834556,16,1,0,0,12.0,4.0
1.7,1.4,0.5125,49.384829,18.9091165,13.62193475,14.17475,11,0,0,1,15.0,-4.0
1.8,1.375,0.4875,58.75433875,21.89998875,13.437663,15.01106025,10,0,0,1,13.0,-3.0
1.7,1.4125,0.5375,53.6089045,19.77377625,13.39513875,16.44271,12,0,0,1,14.0,-2.0
1.75,1.4125,0.5125,52.09220625,19.63202875,13.39513875,16.44271,20,1,0,0,16.0,4.0
1.8,1.4375,0.5375,59.53395,23.96950225,13.67863375,17.066399,12,1,0,0,14.0,-2.0
1.775,1.4125,0.5375,59.53395,21.262125,16.726205,17.0097,13,0,0,1,13.0,0.0
1.875,1.4375,0.5375,56.075311,21.92833825,14.58581775,16.08834125,16,0,0,1,14.0,2.0
1.75,1.3625,0.4875,58.10230025,24.53649225,13.62193475,12.757275,11,1,0,0,10.0,1.0
1.7625,1.4,0.4375,58.75433875,22.04173625,13.62193475,14.458245,13,1,0,0,12.0,1.0
1.7375,1.325,0.5,53.580555,17.08057375,13.947954,19.5895045,11,1,0,0,13.0,-2.0
